Image File,Response,GT
2010_005202.jpg,7,19.9
2010_005208.jpg,14,15.1
2010_005216.jpg,20,19.2
2010_005222.jpg,2,1.3
2010_005230.jpg,24,24.6
2010_005232.jpg,22,21.4
2010_005238.jpg,9,5.1
2010_005239.jpg,3,2.9
2010_005250.jpg,47,47.2
2010_005257.jpg,4,2.6
2010_005264.jpg,63,64.1
2010_005275.jpg,55,53.5
2010_005287.jpg,66,63.3
2010_005312.jpg,6,4.4
2010_005317.jpg,78,76.5
2010_005340.jpg,41,48.0
2010_005386.jpg,70,74.8
2010_005394.jpg,23,23.5
2010_005408.jpg,17,16.7
2010_005425.jpg,81,82.1
2010_005442.jpg,67,68.3
2010_005456.jpg,87,78.8
2010_005462.jpg,26,24.1
2010_005482.jpg,27,23.1
2010_005492.jpg,42,41.1
2010_005505.jpg,22,24.7
2010_005513.jpg,10,6.4
2010_005535.jpg,87,63.8
2010_005551.jpg,58,52.3
2010_005573.jpg,44,43.8
2010_005592.jpg,42,43.5
2010_005614.jpg,6,5.0
2010_005627.jpg,41,38.2
2010_005647.jpg,56,55.6
2010_005652.jpg,12,12.1
2010_005696.jpg,36,35.6
2010_005697.jpg,21,19.2
2010_005712.jpg,26,29.3
2010_005732.jpg,58,52.7
2010_005735.jpg,45,38.7
2010_005763.jpg,32,31.6
2010_005791.jpg,9,9.1
2010_005796.jpg,27,23.1
2010_005805.jpg,11,8.5
2010_005806.jpg,30,30.9
2010_005821.jpg,22,19.2
2010_005833.jpg,32,25.3
2010_005853.jpg,36,37.1
2010_005855.jpg,19,18.3
2010_005886.jpg,7,6.4
2010_005892.jpg,64,62.0
2010_005903.jpg,44,33.3
2010_005906.jpg,4,2.9
2010_005935.jpg,23,24.3
2010_005938.jpg,42,37.8
2010_005948.jpg,31,31.6
2010_005973.jpg,42,45.6
2010_005975.jpg,39,38.5
2010_005984.jpg,29,24.3
2010_006011.jpg,35,40.4
2010_006025.jpg,39,39.9
2010_006040.jpg,10,8.3
2010_006058.jpg,71,68.5
2010_006078.jpg,38,43.9
2011_000044.jpg,13,10.4
2011_000108.jpg,28,26.5
2011_000162.jpg,11,9.9
2011_000165.jpg,47,46.4
2011_000229.jpg,17,17.9
2011_000305.jpg,19,18.4
2011_000345.jpg,21,21.0
2011_000379.jpg,47,42.4
2011_000426.jpg,40,37.1
2011_000469.jpg,38,33.5
2011_000596.jpg,10,9.7
2011_000634.jpg,42,39.7
2011_000704.jpg,14,14.5
2011_000758.jpg,41,32.3
2011_000769.jpg,42,44.2
2011_000824.jpg,23,22.8
2011_000855.jpg,52,43.4
2011_000973.jpg,26,25.6
2011_000999.jpg,36,35.3
2011_001116.jpg,26,27.0
2011_001128.jpg,27,26.2
2011_001135.jpg,21,17.5
2011_001173.jpg,37,34.7
2011_001238.jpg,77,72.7
2011_001264.jpg,100,94.1
2011_001323.jpg,48,49.8
2011_001369.jpg,14,11.5
2011_001390.jpg,54,55.5
2011_001414.jpg,18,19.0
2011_001441.jpg,6,6.3
2011_001568.jpg,18,16.7
2011_001572.jpg,61,59.9
2011_001620.jpg,4,5.9
2011_001716.jpg,59,49.7
2011_001733.jpg,39,27.8
2011_001754.jpg,13,13.9
2011_001841.jpg,31,31.6
2011_001900.jpg,23,18.3
2011_001911.jpg,42,43.0
2011_001971.jpg,33,34.6
2011_002004.jpg,63,67.1
2011_002031.jpg,2,1.9
2011_002034.jpg,37,33.3
2011_002128.jpg,1,1.2
2011_002147.jpg,24,21.0
2011_002186.jpg,11,8.3
2011_002211.jpg,31,31.8
2011_002276.jpg,44,41.7
2011_002347.jpg,50,50.2
2011_002389.jpg,14,15.1
2011_002409.jpg,6,6.0
2011_002461.jpg,45,41.1
2011_002594.jpg,1,0.6
2011_002631.jpg,12,10.7
2011_002664.jpg,52,55.3
2011_002699.jpg,46,42.8
2011_002724.jpg,74,76.3
2011_002883.jpg,27,21.7
2011_002916.jpg,47,42.6
2011_003159.jpg,11,13.2
2011_003166.jpg,21,17.4
2011_003211.jpg,62,63.5
2011_003216.jpg,46,47.5
